Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date,Division
Sha Tin 6,v,Yuen Long District Sports Association Limited,Cornwall Street Squash Centre,19:00,,11,10/01/2025,13B
Energy Squash Club 2,v,Energy Squash Club 1,HK Squash Centre,19:00,,12,17/01/2025,13B
Sha Tin 6,v,HKIS Div 13,Cornwall Street Squash Centre,19:00,,12,17/01/2025,13B
Kinetic 4,v,SocGen Squash,Pei Ho Street Sports Centre,19:00,,12,17/01/2025,13B
i-Mask Advance Squash Club 5,v,Fusion Squash Club 2,Cornwall Street Squash Centre,19:00,,12,17/01/2025,13B
Happy Squash 4,v,X-Alpha 5,Yeung Uk Road Sports Centre,19:00,,12,17/01/2025,13B
Yuen Long District Sports Association Limited,v,Electrify Squash Div 13,Tai Kiu Market Squash Courts,19:00,,12,17/01/2025,13B
X-Alpha 5,v,Electrify Squash Div 13,Cornwall Street Squash Centre,19:00,,13,24/01/2025,13B
Happy Squash 4,v,Energy Squash Club 1,Yeung Uk Road Sports Centre,19:00,,13,24/01/2025,13B
Fusion Squash Club 2,v,Energy Squash Club 2,Harbour Road Sports Centre,19:00,,13,24/01/2025,13B
i-Mask Advance Squash Club 5,v,SocGen Squash,Cornwall Street Squash Centre,19:00,,13,24/01/2025,13B
Sha Tin 6,v,Kinetic 4,Cornwall Street Squash Centre,19:00,,13,24/01/2025,13B
HKIS Div 13,v,Yuen Long District Sports Association Limited,Harbour Road Sports Centre,19:00,,13,24/01/2025,13B
Kinetic 4,v,HKIS Div 13,HK Squash Centre,19:00,,14,07/02/2025,13B
i-Mask Advance Squash Club 5,v,Sha Tin 6,HK Squash Centre,19:00,,14,07/02/2025,13B
Energy Squash Club 2,v,SocGen Squash,HK Squash Centre,19:00,,14,07/02/2025,13B
Happy Squash 4,v,Fusion Squash Club 2,Yeung Uk Road Sports Centre,19:00,,14,07/02/2025,13B
Energy Squash Club 1,v,Electrify Squash Div 13,Pei Ho Street Sports Centre,19:00,,14,07/02/2025,13B
Yuen Long District Sports Association Limited,v,X-Alpha 5,Tai Kiu Market Squash Courts,19:00,,14,07/02/2025,13B
X-Alpha 5,v,Energy Squash Club 1,Cornwall Street Squash Centre,19:00,,15,14/02/2025,13B
Fusion Squash Club 2,v,Electrify Squash Div 13,Harbour Road Sports Centre,19:00,,15,14/02/2025,13B
Happy Squash 4,v,SocGen Squash,Wai Tsuen Sports Centre,19:00,,15,14/02/2025,13B
Energy Squash Club 2,v,Sha Tin 6,Smithfield Sports Centre,19:00,,15,14/02/2025,13B
HKIS Div 13,v,i-Mask Advance Squash Club 5,Harbour Road Sports Centre,19:00,,15,14/02/2025,13B
Yuen Long District Sports Association Limited,v,Kinetic 4,Tai Kiu Market Squash Courts,19:00,,15,14/02/2025,13B
Kinetic 4,v,i-Mask Advance Squash Club 5,Pei Ho Street Sports Centre,19:00,,16,21/02/2025,13B
Energy Squash Club 2,v,HKIS Div 13,HK Squash Centre,19:00,,16,21/02/2025,13B
Happy Squash 4,v,Sha Tin 6,Yeung Uk Road Sports Centre,19:00,,16,21/02/2025,13B
Electrify Squash Div 13,v,SocGen Squash,HK Squash Centre,19:00,,16,21/02/2025,13B
X-Alpha 5,v,Fusion Squash Club 2,Cornwall Street Squash Centre,19:00,,16,21/02/2025,13B
Yuen Long District Sports Association Limited,v,Energy Squash Club 1,Tai Kiu Market Squash Courts,19:00,,16,21/02/2025,13B
Fusion Squash Club 2,v,Energy Squash Club 1,Harbour Road Sports Centre,19:00,,17,28/02/2025,13B
SocGen Squash,v,X-Alpha 5,Harbour Road Sports Centre,19:00,,17,28/02/2025,13B
Sha Tin 6,v,Electrify Squash Div 13,HK Squash Centre,19:00,,17,28/02/2025,13B
Happy Squash 4,v,HKIS Div 13,Wai Tsuen Sports Centre,19:00,,17,28/02/2025,13B
Kinetic 4,v,Energy Squash Club 2,Kwun Chung Sports Centre,19:00,,17,28/02/2025,13B
i-Mask Advance Squash Club 5,v,Yuen Long District Sports Association Limited,Cornwall Street Squash Centre,19:00,,17,28/02/2025,13B
i-Mask Advance Squash Club 5,v,Energy Squash Club 2,Cornwall Street Squash Centre,19:00,,18,07/03/2025,13B
Happy Squash 4,v,Kinetic 4,Tsing Yi Sports Centre,19:00,,18,07/03/2025,13B
Electrify Squash Div 13,v,HKIS Div 13,Java Road Sports Centre,19:00,,18,07/03/2025,13B
Sha Tin 6,v,X-Alpha 5,Cornwall Street Squash Centre,19:00,,18,07/03/2025,13B
Energy Squash Club 1,v,SocGen Squash,Cornwall Street Squash Centre,19:00,,18,07/03/2025,13B
Yuen Long District Sports Association Limited,v,Fusion Squash Club 2,Tai Kiu Market Squash Courts,19:00,,18,07/03/2025,13B
SocGen Squash,v,Fusion Squash Club 2,HK Squash Centre,19:00,,19,14/03/2025,13B
Sha Tin 6,v,Energy Squash Club 1,Cornwall Street Squash Centre,19:00,,19,14/03/2025,13B
HKIS Div 13,v,X-Alpha 5,HK Squash Centre,19:00,,19,14/03/2025,13B
Kinetic 4,v,Electrify Squash Div 13,Pei Ho Street Sports Centre,19:00,,19,14/03/2025,13B
i-Mask Advance Squash Club 5,v,Happy Squash 4,Cornwall Street Squash Centre,19:00,,19,14/03/2025,13B
Energy Squash Club 2,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00,,19,14/03/2025,13B
Energy Squash Club 2,v,Happy Squash 4,HK Squash Centre,19:00,,20,21/03/2025,13B
i-Mask Advance Squash Club 5,v,Electrify Squash Div 13,Cornwall Street Squash Centre,19:00,,20,21/03/2025,13B
Kinetic 4,v,X-Alpha 5,Pei Ho Street Sports Centre,19:00,,20,21/03/2025,13B
Energy Squash Club 1,v,HKIS Div 13,Kwun Chung Sports Centre,19:00,,20,21/03/2025,13B
Sha Tin 6,v,Fusion Squash Club 2,Cornwall Street Squash Centre,19:00,,20,21/03/2025,13B
SocGen Squash,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00,,20,21/03/2025,13B
Sha Tin 6,v,SocGen Squash,Cornwall Street Squash Centre,19:00,,21,28/03/2025,13B
HKIS Div 13,v,Fusion Squash Club 2,HK Squash Centre,19:00,,21,28/03/2025,13B
Kinetic 4,v,Energy Squash Club 1,Pei Ho Street Sports Centre,19:00,,21,28/03/2025,13B
i-Mask Advance Squash Club 5,v,X-Alpha 5,Cornwall Street Squash Centre,19:00,,21,28/03/2025,13B
Energy Squash Club 2,v,Electrify Squash Div 13,HK Squash Centre,19:00,,21,28/03/2025,13B
Happy Squash 4,v,Yuen Long District Sports Association Limited,Wai Tsuen Sports Centre,19:00,,21,28/03/2025,13B
Electrify Squash Div 13,v,Happy Squash 4,HK Squash Centre,19:00,,22,11/04/2025,13B
X-Alpha 5,v,Energy Squash Club 2,Tai Po Sports Ground,19:00,,22,11/04/2025,13B
Energy Squash Club 1,v,i-Mask Advance Squash Club 5,Kwun Chung Sports Centre,19:00,,22,11/04/2025,13B
Fusion Squash Club 2,v,Kinetic 4,HK Squash Centre,19:00,,22,11/04/2025,13B
SocGen Squash,v,HKIS Div 13,HK Squash Centre,19:00,,22,11/04/2025,13B
Yuen Long District Sports Association Limited,v,Sha Tin 6,Yuen Long Jockey Club Squash Courts,19:00,,22,11/04/2025,13B
Electrify Squash Div 14,v,North District Sports Association 3,HK Squash Centre,17:00,,1,05/10/2024,14
8 Virtues + 1,v,Ladies Recreation Club Div 14,Java Road Sports Centre,17:00,,1,05/10/2024,14
X-Alpha 6,v,Kowloon Cricket Club 14,Cornwall Street Squash Centre,17:00,,1,05/10/2024,14
Hong Kong Football Club 14A,v,Hong Kong Football Club 14B,Hong Kong Football Club,17:00,,1,05/10/2024,14
North District Sports Association 3,v,Kowloon Cricket Club 14,Cornwall Street Squash Centre,17:00,,2,12/10/2024,14
Ladies Recreation Club Div 14,v,X-Alpha 6,Ladies Recreation Club,17:00,,2,12/10/2024,14
Hong Kong Football Club 14B,v,8 Virtues + 1,Hong Kong Football Club,17:00,,2,12/10/2024,14
Electrify Squash Div 14,v,Hong Kong Football Club 14A,HK Squash Centre,17:00,,2,12/10/2024,14
Hong Kong Football Club 14A,v,North District Sports Association 3,Hong Kong Football Club,17:00,,3,19/10/2024,14
8 Virtues + 1,v,Electrify Squash Div 14,Java Road Sports Centre,17:00,,3,19/10/2024,14
X-Alpha 6,v,Hong Kong Football Club 14B,Cornwall Street Squash Centre,17:00,,3,19/10/2024,14
Kowloon Cricket Club 14,v,Ladies Recreation Club Div 14,Kowloon Cricket Club,17:00,,3,19/10/2024,14
North District Sports Association 3,v,Ladies Recreation Club Div 14,Cornwall Street Squash Centre,17:00,,4,26/10/2024,14
Hong Kong Football Club 14B,v,Kowloon Cricket Club 14,Hong Kong Football Club,17:00,,4,26/10/2024,14
Electrify Squash Div 14,v,X-Alpha 6,HK Squash Centre,17:00,,4,26/10/2024,14
Hong Kong Football Club 14A,v,8 Virtues + 1,Hong Kong Football Club,17:00,,4,26/10/2024,14
8 Virtues + 1,v,North District Sports Association 3,Java Road Sports Centre,17:00,,5,23/11/2024,14
X-Alpha 6,v,Hong Kong Football Club 14A,Cornwall Street Squash Centre,17:00,,5,23/11/2024,14
Kowloon Cricket Club 14,v,Electrify Squash Div 14,Kowloon Cricket Club,17:00,,5,23/11/2024,14
Ladies Recreation Club Div 14,v,Hong Kong Football Club 14B,Ladies Recreation Club,17:00,,5,23/11/2024,14
Hong Kong Football Club 14B,v,North District Sports Association 3,Hong Kong Football Club,17:00,,6,30/11/2024,14
Ladies Recreation Club Div 14,v,Electrify Squash Div 14,Ladies Recreation Club,17:00,,6,30/11/2024,14
Hong Kong Football Club 14A,v,Kowloon Cricket Club 14,Hong Kong Football Club,17:00,,6,30/11/2024,14
8 Virtues + 1,v,X-Alpha 6,Cornwall Street Squash Centre,17:00,,6,30/11/2024,14
North District Sports Association 3,v,X-Alpha 6,Cornwall Street Squash Centre,17:00,,7,14/12/2024,14
Kowloon Cricket Club 14,v,8 Virtues + 1,Kowloon Cricket Club,17:00,,7,14/12/2024,14
Ladies Recreation Club Div 14,v,Hong Kong Football Club 14A,Ladies Recreation Club,17:00,,7,14/12/2024,14
Hong Kong Football Club 14B,v,Electrify Squash Div 14,HK Squash Centre,17:00,,7,14/12/2024,14
North District Sports Association 3,v,Electrify Squash Div 14,Cornwall Street Squash Centre,17:00,,8,04/01/2025,14
Ladies Recreation Club Div 14,v,8 Virtues + 1,Ladies Recreation Club,17:00,,8,04/01/2025,14
Kowloon Cricket Club 14,v,X-Alpha 6,Kowloon Cricket Club,17:00,,8,04/01/2025,14
Hong Kong Football Club 14B,v,Hong Kong Football Club 14A,Hong Kong Football Club,17:00,,8,04/01/2025,14
Kowloon Cricket Club 14,v,North District Sports Association 3,Kowloon Cricket Club,17:00,,9,11/01/2025,14
X-Alpha 6,v,Ladies Recreation Club Div 14,Cornwall Street Squash Centre,17:00,,9,11/01/2025,14
8 Virtues + 1,v,Hong Kong Football Club 14B,Java Road Sports Centre,17:00,,9,11/01/2025,14
Hong Kong Football Club 14A,v,Electrify Squash Div 14,Hong Kong Football Club,17:00,,9,11/01/2025,14
North District Sports Association 3,v,Hong Kong Football Club 14A,Cornwall Street Squash Centre,17:00,,10,18/01/2025,14
Electrify Squash Div 14,v,8 Virtues + 1,HK Squash Centre,17:00,,10,18/01/2025,14
Hong Kong Football Club 14B,v,X-Alpha 6,Hong Kong Football Club,17:00,,10,18/01/2025,14
Ladies Recreation Club Div 14,v,Kowloon Cricket Club 14,Ladies Recreation Club,17:00,,10,18/01/2025,14
Ladies Recreation Club Div 14,v,North District Sports Association 3,Ladies Recreation Club,17:00,,11,25/01/2025,14
Kowloon Cricket Club 14,v,Hong Kong Football Club 14B,Kowloon Cricket Club,17:00,,11,25/01/2025,14
X-Alpha 6,v,Electrify Squash Div 14,Cornwall Street Squash Centre,17:00,,11,25/01/2025,14
8 Virtues + 1,v,Hong Kong Football Club 14A,Java Road Sports Centre,17:00,,11,25/01/2025,14
North District Sports Association 3,v,8 Virtues + 1,Cornwall Street Squash Centre,17:00,,12,08/02/2025,14
Hong Kong Football Club 14A,v,X-Alpha 6,Hong Kong Football Club,17:00,,12,08/02/2025,14
Electrify Squash Div 14,v,Kowloon Cricket Club 14,HK Squash Centre,17:00,,12,08/02/2025,14
Hong Kong Football Club 14B,v,Ladies Recreation Club Div 14,Hong Kong Football Club,17:00,,12,08/02/2025,14
North District Sports Association 3,v,Hong Kong Football Club 14B,Cornwall Street Squash Centre,17:00,,13,15/02/2025,14
Ladies Recreation Club Div 14,v,Electrify Squash Div 14,Ladies Recreation Club,17:00,,13,15/02/2025,14
Kowloon Cricket Club 14,v,Hong Kong Football Club 14A,Kowloon Cricket Club,17:00,,13,15/02/2025,14
X-Alpha 6,v,8 Virtues + 1,Cornwall Street Squash Centre,17:00,,13,15/02/2025,14
X-Alpha 6,v,North District Sports Association 3,Cornwall Street Squash Centre,17:00,,14,22/02/2025,14
8 Virtues + 1,v,Kowloon Cricket Club 14,Java Road Sports Centre,17:00,,14,22/02/2025,14
Hong Kong Football Club 14A,v,Ladies Recreation Club Div 14,Hong Kong Football Club,17:00,,14,22/02/2025,14
Electrify Squash Div 14,v,Hong Kong Football Club 14B,HK Squash Centre,17:00,,14,22/02/2025,14
Electrify Squash Div 14,v,North District Sports Association 3,HK Squash Centre,17:00,,15,01/03/2025,14
8 Virtues + 1,v,Ladies Recreation Club Div 14,Java Road Sports Centre,17:00,,15,01/03/2025,14
X-Alpha 6,v,Kowloon Cricket Club 14,Cornwall Street Squash Centre,17:00,,15,01/03/2025,14
Hong Kong Football Club 14A,v,Hong Kong Football Club 14B,Hong Kong Football Club,17:00,,15,01/03/2025,14
North District Sports Association 3,v,Kowloon Cricket Club 14,Cornwall Street Squash Centre,17:00,,16,08/03/2025,14
Ladies Recreation Club Div 14,v,X-Alpha 6,Ladies Recreation Club,17:00,,16,08/03/2025,14
Hong Kong Football Club 14B,v,8 Virtues + 1,Hong Kong Football Club,17:00,,16,08/03/2025,14
Electrify Squash Div 14,v,Hong Kong Football Club 14A,HK Squash Centre,17:00,,16,08/03/2025,14
Hong Kong Football Club 14A,v,North District Sports Association 3,Hong Kong Football Club,17:00,,17,15/03/2025,14
8 Virtues + 1,v,Electrify Squash Div 14,Java Road Sports Centre,17:00,,17,15/03/2025,14
X-Alpha 6,v,Hong Kong Football Club 14B,Cornwall Street Squash Centre,17:00,,17,15/03/2025,14
Kowloon Cricket Club 14,v,Ladies Recreation Club Div 14,Kowloon Cricket Club,17:00,,17,15/03/2025,14
North District Sports Association 3,v,Ladies Recreation Club Div 14,Cornwall Street Squash Centre,17:00,,18,22/03/2025,14
Hong Kong Football Club 14B,v,Kowloon Cricket Club 14,Hong Kong Football Club,17:00,,18,22/03/2025,14
Electrify Squash Div 14,v,X-Alpha 6,HK Squash Centre,17:00,,18,22/03/2025,14
Hong Kong Football Club 14A,v,8 Virtues + 1,Hong Kong Football Club,17:00,,18,22/03/2025,14
8 Virtues + 1,v,North District Sports Association 3,Java Road Sports Centre,17:00,,19,29/03/2025,14
X-Alpha 6,v,Hong Kong Football Club 14A,Cornwall Street Squash Centre,17:00,,19,29/03/2025,14
Kowloon Cricket Club 14,v,Electrify Squash Div 14,Kowloon Cricket Club,17:00,,19,29/03/2025,14
Ladies Recreation Club Div 14,v,Hong Kong Football Club 14B,Ladies Recreation Club,17:00,,19,29/03/2025,14
Hong Kong Football Club 14B,v,North District Sports Association 3,Hong Kong Football Club,17:00,,20,05/04/2025,14
Electrify Squash Div 14,v,Ladies Recreation Club Div 14,HK Squash Centre,17:00,,20,05/04/2025,14
Hong Kong Football Club 14A,v,Kowloon Cricket Club 14,Hong Kong Football Club,17:00,,20,05/04/2025,14
8 Virtues + 1,v,X-Alpha 6,Java Road Sports Centre,17:00,,20,05/04/2025,14
North District Sports Association 3,v,X-Alpha 6,Cornwall Street Squash Centre,17:00,,21,12/04/2025,14
Kowloon Cricket Club 14,v,8 Virtues + 1,Kowloon Cricket Club,17:00,,21,12/04/2025,14
Ladies Recreation Club Div 14,v,Hong Kong Football Club 14A,Ladies Recreation Club,17:00,,21,12/04/2025,14
Hong Kong Football Club 14B,v,Electrify Squash Div 14,Hong Kong Football Club,17:00,,21,12/04/2025,14
Squashathon One,v,Sha Tin 7,Cornwall Street Squash Centre,17:00,,1,05/10/2024,15A
HKIS Div 15,v,United Services Recreation Club 4,HK Squash Centre,17:00,,1,05/10/2024,15A
Hong Kong Cricket Club 8,v,Physical Chess 5,Hong Kong Cricket Club,17:00,,1,05/10/2024,15A
Royal Hong Kong Yacht Club Div 15,v,[BYE],,,,1,05/10/2024,15A
United Services Recreation Club 4,v,Hong Kong Cricket Club 8,United Services Recreation Club,17:00,,2,12/10/2024,15A
Sha Tin 7,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,2,12/10/2024,15A
Royal Hong Kong Yacht Club Div 15,v,Squashathon One,Royal Hong Kong Yacht Club,17:00,,2,12/10/2024,15A
Physical Chess 5,v,[BYE],,,,2,12/10/2024,15A
HKIS Div 15,v,Royal Hong Kong Yacht Club Div 15,HK Squash Centre,17:00,,3,19/10/2024,15A
Hong Kong Cricket Club 8,v,Sha Tin 7,Hong Kong Cricket Club,17:00,,3,19/10/2024,15A
Physical Chess 5,v,United Services Recreation Club 4,Cornwall Street Squash Centre,17:00,,3,19/10/2024,15A
Squashathon One,v,[BYE],,,,3,19/10/2024,15A
Sha Tin 7,v,Physical Chess 5,Cornwall Street Squash Centre,17:00,,4,26/10/2024,15A
Royal Hong Kong Yacht Club Div 15,v,Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club,17:00,,4,26/10/2024,15A
Squashathon One,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,4,26/10/2024,15A
United Services Recreation Club 4,v,[BYE],,,,4,26/10/2024,15A
Hong Kong Cricket Club 8,v,Squashathon One,Hong Kong Cricket Club,17:00,,5,23/11/2024,15A
Physical Chess 5,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00,,5,23/11/2024,15A
United Services Recreation Club 4,v,Sha Tin 7,United Services Recreation Club,17:00,,5,23/11/2024,15A
HKIS Div 15,v,[BYE],,,,5,23/11/2024,15A
Royal Hong Kong Yacht Club Div 15,v,United Services Recreation Club 4,Royal Hong Kong Yacht Club,17:00,,6,30/11/2024,15A
Squashathon One,v,Physical Chess 5,Cornwall Street Squash Centre,17:00,,6,30/11/2024,15A
HKIS Div 15,v,Hong Kong Cricket Club 8,Java Road Sports Centre,17:00,,6,30/11/2024,15A
Sha Tin 7,v,[BYE],,,,6,30/11/2024,15A
Physical Chess 5,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,7,14/12/2024,15A
United Services Recreation Club 4,v,Squashathon One,United Services Recreation Club,17:00,,7,14/12/2024,15A
Sha Tin 7,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00,,7,14/12/2024,15A
Hong Kong Cricket Club 8,v,[BYE],,,,7,14/12/2024,15A
Sha Tin 7,v,Squashathon One,Cornwall Street Squash Centre,17:00,,8,04/01/2025,15A
United Services Recreation Club 4,v,HKIS Div 15,United Services Recreation Club,17:00,,8,04/01/2025,15A
Physical Chess 5,v,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,17:00,,8,04/01/2025,15A
Royal Hong Kong Yacht Club Div 15,v,[BYE],,,,8,04/01/2025,15A
Hong Kong Cricket Club 8,v,United Services Recreation Club 4,Hong Kong Cricket Club,17:00,,9,11/01/2025,15A
HKIS Div 15,v,Sha Tin 7,HK Squash Centre,17:00,,9,11/01/2025,15A
Squashathon One,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00,,9,11/01/2025,15A
Physical Chess 5,v,[BYE],,,,9,11/01/2025,15A
Royal Hong Kong Yacht Club Div 15,v,HKIS Div 15,Royal Hong Kong Yacht Club,17:00,,10,18/01/2025,15A
Sha Tin 7,v,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,17:00,,10,18/01/2025,15A
United Services Recreation Club 4,v,Physical Chess 5,United Services Recreation Club,17:00,,10,18/01/2025,15A
Squashathon One,v,[BYE],,,,10,18/01/2025,15A
Physical Chess 5,v,Sha Tin 7,Cornwall Street Squash Centre,17:00,,11,25/01/2025,15A
Hong Kong Cricket Club 8,v,Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club,17:00,,11,25/01/2025,15A
HKIS Div 15,v,Squashathon One,HK Squash Centre,17:00,,11,25/01/2025,15A
United Services Recreation Club 4,v,[BYE],,,,11,25/01/2025,15A
Squashathon One,v,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,17:00,,12,08/02/2025,15A
Royal Hong Kong Yacht Club Div 15,v,Physical Chess 5,Royal Hong Kong Yacht Club,17:00,,12,08/02/2025,15A
Sha Tin 7,v,United Services Recreation Club 4,Cornwall Street Squash Centre,17:00,,12,08/02/2025,15A
HKIS Div 15,v,[BYE],,,,12,08/02/2025,15A
United Services Recreation Club 4,v,Royal Hong Kong Yacht Club Div 15,United Services Recreation Club,17:00,,13,15/02/2025,15A
Physical Chess 5,v,Squashathon One,Cornwall Street Squash Centre,17:00,,13,15/02/2025,15A
Hong Kong Cricket Club 8,v,HKIS Div 15,Hong Kong Cricket Club,17:00,,13,15/02/2025,15A
Sha Tin 7,v,[BYE],,,,13,15/02/2025,15A
HKIS Div 15,v,Physical Chess 5,HK Squash Centre,17:00,,14,22/02/2025,15A
Squashathon One,v,United Services Recreation Club 4,Cornwall Street Squash Centre,17:00,,14,22/02/2025,15A
Royal Hong Kong Yacht Club Div 15,v,Sha Tin 7,Royal Hong Kong Yacht Club,17:00,,14,22/02/2025,15A
Hong Kong Cricket Club 8,v,[BYE],,,,14,22/02/2025,15A
Squashathon One,v,Sha Tin 7,Cornwall Street Squash Centre,17:00,,15,01/03/2025,15A
HKIS Div 15,v,United Services Recreation Club 4,HK Squash Centre,17:00,,15,01/03/2025,15A
Hong Kong Cricket Club 8,v,Physical Chess 5,Hong Kong Cricket Club,17:00,,15,01/03/2025,15A
Royal Hong Kong Yacht Club Div 15,v,[BYE],,,,15,01/03/2025,15A
United Services Recreation Club 4,v,Hong Kong Cricket Club 8,United Services Recreation Club,17:00,,16,08/03/2025,15A
Sha Tin 7,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,16,08/03/2025,15A
Royal Hong Kong Yacht Club Div 15,v,Squashathon One,Royal Hong Kong Yacht Club,17:00,,16,08/03/2025,15A
Physical Chess 5,v,[BYE],,,,16,08/03/2025,15A
HKIS Div 15,v,Royal Hong Kong Yacht Club Div 15,HK Squash Centre,17:00,,17,15/03/2025,15A
Hong Kong Cricket Club 8,v,Sha Tin 7,Hong Kong Cricket Club,17:00,,17,15/03/2025,15A
Physical Chess 5,v,United Services Recreation Club 4,Cornwall Street Squash Centre,17:00,,17,15/03/2025,15A
Squashathon One,v,[BYE],,,,17,15/03/2025,15A
Sha Tin 7,v,Physical Chess 5,Cornwall Street Squash Centre,17:00,,18,22/03/2025,15A
Royal Hong Kong Yacht Club Div 15,v,Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club,17:00,,18,22/03/2025,15A
Squashathon One,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,18,22/03/2025,15A
United Services Recreation Club 4,v,[BYE],,,,18,22/03/2025,15A
Hong Kong Cricket Club 8,v,Squashathon One,Hong Kong Cricket Club,17:00,,19,29/03/2025,15A
Physical Chess 5,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00,,19,29/03/2025,15A
United Services Recreation Club 4,v,Sha Tin 7,United Services Recreation Club,17:00,,19,29/03/2025,15A
HKIS Div 15,v,[BYE],,,,19,29/03/2025,15A
Royal Hong Kong Yacht Club Div 15,v,United Services Recreation Club 4,Royal Hong Kong Yacht Club,17:00,,20,05/04/2025,15A
Squashathon One,v,Physical Chess 5,Cornwall Street Squash Centre,17:00,,20,05/04/2025,15A
HKIS Div 15,v,Hong Kong Cricket Club 8,HK Squash Centre,17:00,,20,05/04/2025,15A
Sha Tin 7,v,[BYE],,,,20,05/04/2025,15A
Physical Chess 5,v,HKIS Div 15,Cornwall Street Squash Centre,17:00,,21,12/04/2025,15A
United Services Recreation Club 4,v,Squashathon One,United Services Recreation Club,17:00,,21,12/04/2025,15A
Sha Tin 7,v,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,17:00,,21,12/04/2025,15A
Hong Kong Cricket Club 8,v,[BYE],,,,21,12/04/2025,15A
Fusion Squash Club 3,v,Electrify Squash Div 15,HK Squash Centre,17:00,,1,05/10/2024,15B
TNG 3,v,Squashathon MeGa,Cornwall Street Squash Centre,17:00,,1,05/10/2024,15B
RELAY 2,v,Serve - Ivors,Sir Denys Roberts Squash Court,17:00,,1,05/10/2024,15B
i-Mask Advance Squash Club 6,v,Squash-On,Cornwall Street Squash Centre,17:00,,1,05/10/2024,15B
Electrify Squash Div 15,v,Squash-On,HK Squash Centre,17:00,,2,12/10/2024,15B
Serve - Ivors,v,i-Mask Advance Squash Club 6,HK Squash Centre,17:00,,2,12/10/2024,15B
Squashathon MeGa,v,RELAY 2,HK Squash Centre,17:00,,2,12/10/2024,15B
Fusion Squash Club 3,v,TNG 3,HK Squash Centre,17:00,,2,12/10/2024,15B
TNG 3,v,Electrify Squash Div 15,Cornwall Street Squash Centre,17:00,,3,19/10/2024,15B
RELAY 2,v,Fusion Squash Club 3,Sir Denys Roberts Squash Court,17:00,,3,19/10/2024,15B
i-Mask Advance Squash Club 6,v,Squashathon MeGa,Cornwall Street Squash Centre,17:00,,3,19/10/2024,15B
Squash-On,v,Serve - Ivors,HK Squash Centre,17:00,,3,19/10/2024,15B
Electrify Squash Div 15,v,Serve - Ivors,HK Squash Centre,17:00,,4,26/10/2024,15B
Squashathon MeGa,v,Squash-On,HK Squash Centre,17:00,,4,26/10/2024,15B
Fusion Squash Club 3,v,i-Mask Advance Squash Club 6,HK Squash Centre,17:00,,4,26/10/2024,15B
TNG 3,v,RELAY 2,Cornwall Street Squash Centre,17:00,,4,26/10/2024,15B
RELAY 2,v,Electrify Squash Div 15,Sir Denys Roberts Squash Court,17:00,,5,23/11/2024,15B
i-Mask Advance Squash Club 6,v,TNG 3,Cornwall Street Squash Centre,17:00,,5,23/11/2024,15B
Squash-On,v,Fusion Squash Club 3,HK Squash Centre,17:00,,5,23/11/2024,15B
Serve - Ivors,v,Squashathon MeGa,HK Squash Centre,17:00,,5,23/11/2024,15B
Electrify Squash Div 15,v,Squashathon MeGa,Cornwall Street Squash Centre,17:00,,6,30/11/2024,15B
Fusion Squash Club 3,v,Serve - Ivors,Cornwall Street Squash Centre,17:00,,6,30/11/2024,15B
TNG 3,v,Squash-On,Cornwall Street Squash Centre,17:00,,6,30/11/2024,15B
RELAY 2,v,i-Mask Advance Squash Club 6,Sir Denys Roberts Squash Court,17:00,,6,30/11/2024,15B
i-Mask Advance Squash Club 6,v,Electrify Squash Div 15,Cornwall Street Squash Centre,17:00,,7,14/12/2024,15B
Squash-On,v,RELAY 2,HK Squash Centre,17:00,,7,14/12/2024,15B
Serve - Ivors,v,TNG 3,HK Squash Centre,17:00,,7,14/12/2024,15B
Squashathon MeGa,v,Fusion Squash Club 3,HK Squash Centre,17:00,,7,14/12/2024,15B
Electrify Squash Div 15,v,Fusion Squash Club 3,HK Squash Centre,17:00,,8,04/01/2025,15B
Squashathon MeGa,v,TNG 3,HK Squash Centre,17:00,,8,04/01/2025,15B
Serve - Ivors,v,RELAY 2,HK Squash Centre,17:00,,8,04/01/2025,15B
Squash-On,v,i-Mask Advance Squash Club 6,HK Squash Centre,17:00,,8,04/01/2025,15B
Squash-On,v,Electrify Squash Div 15,HK Squash Centre,17:00,,9,11/01/2025,15B
